videoId,publishedAt,title,description,categoryId,duration,dimension,definition,caption,contentRating,viewCount,likeCount,commentCount
jaLahEgTiUk,2023-05-06 21:43:12,"[풀영상] 뉴스9 : “코로나19 위기단계 하향, 곧 정할 것”…자가격리 7일→5일 – 2023년 5월 6일(토) / KBS","KBS1,  KBS2TV에서 선별된 뉴스, 시사, 다큐멘터리 프로그램들을 365일 24시간 실시간으로 전해드립니다. 

▣ 실시간 편성정보(Schedule) : https://goo.gl/DRTpbv

▣ KBS 뉴스 보기
 ◇ PC : http://news.kbs.co.kr
 ◇ 모바일 : http://mn.kbs.co.kr

▣ 제보안내
 ◇ 카카오톡에서 'KBS뉴스' 검색
 ◇ 전화: 02-781-1234
 ◇ 홈페이지: https://goo.gl/4bWbkG
 ◇ 이메일: kbs1234@kbs.co.kr

▣ KBS뉴스 유튜브 구독하기 : https://goo.gl/qCWZjZ
▣ KBS뉴스 유튜브 커뮤니티 : https://goo.gl/6yko39",25,PT43M41S,2d,hd,false,,12972,165,0
d_2GFFSHAQI,2023-05-06 21:53:47,"라스·무릴로 연속골, 수원FC 4경기 만에 승리 [9시 뉴스] / KBS  2023.05.06.","프로축구에선 수원FC가 라스와 무릴로, 외국인 듀오의 연속골로 강원을 꺾고 4경기 만에 승리를 신고했습니다. 

수원FC의 선제골은 부상에서 돌아온 라스의 머리에서 나왔습니다.

 정동호가 하프라인 앞에서 길게 올린 패스를 라스가 훌쩍 뛰어올라 강원의 골망을 흔들었습니다.

 후반전 수원FC는  윤빛가람의 퇴장으로 위기에 몰렸는데요.

 이번엔 무릴로가 해결사로 나섰습니다.

 무릴로는 환상적인 프리킥으로  사실상 승부에 마침표를 찍었습니다.

 수적열세 속에도 강원을 2대 0으로 꺾은 수원FC는 4경기 만에 승리를 챙겼습니다.

 제주는 행운의 자책골에 힘입어 포항을 꺾고, 작년 8월 이후 홈에서 무려 265일 만에 승리를 챙겼습니다.

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=7669228

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#수원FC #프로축구 #K리그",25,PT1M1S,2d,hd,false,,37,1,0
nk8DcO9ZMc4,2023-05-06 21:24:29,시민 500인 ‘첫 공론조사’ 결과에 관심…KBS 생중계 [9시 뉴스] / KBS  2023.05.06.,"22대 국회의원 선거가 내년 4월에 열립니다. 그에 앞서 선거 제도를 바꾸자는 논의가 진행 중인데, 이번에는 특히, '시민'들이 직접 토의하고 뜻을 모으는, 대규모 공론 조사가 시작됐습니다. 지역, 연령, 성별에 따라 모집한 500명이 참여하고, 이를 생중계까지 하는, 세계적으로도 유례가 없는 방식입니다. 더이상 선거 제도를 정치인들 손에만 맡겨두지 말고, 시민들이 직접 참여해서 바꿔보자는 취지입니다. 오늘(6일) 그 첫 토의가 있었는데. 5백 명의 참가자들, 앞으로 일주일 간 각자 고민의 시간을 거친 뒤, 오는 13일에 다시 만나서, 최종적인 결과를 도출합니다. KBS는 국회와 함께 이 '500인 회의' 과정을 두 차례에 걸쳐 생중계합니다. 김영은 기자의 보도입니다.

 [리포트]

 전국에서 모인 500인의 시민참여단이 각 지역별로 한 자리에 모였습니다.

 [""선서!!""]

 첫 공론조사의 주제는 지역구 국회의원의 선거구 크기.

 선거구당 의원 1명을 뽑는 현행 소선거구제, 그리고 3명에서 5명을 뽑을 수 있는 중선거구제, 5명 이상을 뽑을 수 있는 대선거구제에 대한 강의를 시청합니다.

 [최태성/강사 : ""삼겹살이 1등으로 뽑혔어요. 우린 다 삼겹살 먹어야 돼. 그런데 이젠 삼겹살도 먹고 그 옆에서 초밥도 먹고 또 그 옆에선 비빔밥도 먹을 수 있다는 겁니다.""]

 중대선거구제의 장단점에 대한 전문가들의 설명이 이어집니다.

 [신정섭/숭실대 정치외교학과 교수 : ""한 선거구에서 2~3명을 선출할 때보다 4명, 5명, 6명 이렇게 더 많은 숫자를 선출할 때 비례성이 높아진다고...""]

 [장승진/국민대 정치외교학과 교수 : ""하나의 선거구에서 서로 다른 정당 소속 의원들이 배출이 된다면, 지역구의 여러 가지 발전이라든지 혹은 안 좋은 결과에 대한 책임을 누구에게 물어야 되느냐가...""]

 시민참여단의 날카로운 질문도 쏟아졌습니다.

 [장윤정/시민참여단/부산 : ""제가 스페인에서 살다 왔는데, 스페인도 중대선거구제를 하고 있었어요. 사실상 양당제를 유지하고 있고...""]

 [이광용/KBS 아나운서 : ""스튜디오가 술렁거렸거든요. 교수님들이 당황하고 계세요.""]

 [강우창/고려대 정치외교학과 교수 : ""제도를 어떻게 설계하느냐에 따라서 중대선거구제의 효과가 양당제를 줄이는 데 도움이 될 것인지, 아닌지 달려 있다...""]

 시민참여단은 일주일 뒤인 오는 13일엔 비례대표 국회의원 선출 방식 등을 집중 논의할 계획입니다.

 이후 500명의 시민이 원하는  선거제도 개편 방향을 발표합니다.

 KBS 뉴스 김영은입니다.

 촬영기자:류재현/영상편집:이재연/그래픽:김정현

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=7669194

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#시민 #선거제 #개편",25,PT2M40S,2d,hd,false,,393,8,0
cFCwCUmgNR4,2023-05-06 21:17:30,"내일(7일) 한일정상회담, 후쿠시마 오염수 의제 오를 듯 [9시 뉴스] / KBS  2023.05.06.","한일 정상회담이 내일(7일) 열립니다. 50여 일 전에는 도쿄에서 회담이 있었고, 내일은 서울에서 다시 만납니다. 어떤 의제가 논의될 것이냐, 관심이 높은데, 일단 후쿠시마 오염수 방류 문제, 포함될 가능성이 높아 보이고, 특히, 검증 과정에 한국 조사단을 파견하는 방안, 논의 중인 걸로 알려졌습니다.보도에 우한솔 기잡니다.

 [리포트]

 지난 3월 윤석열 대통령이 일본 도쿄를 방문한지 52일 만에 기시다 일본 총리가  '답방' 차원으로, 내일 서울을 찾습니다.

 두 정상은 용산 대통령실에서 한일 정상회담을 진행합니다.

 회담 의제가 관심인 가운데, 일본이 이르면 7월부터 방류할 계획인 것으로 알려진  후쿠시마 오염수 문제도  의제에 포함될 것으로 예상됩니다.

 대통령실 관계자는 ""과학적으로 안전한 게 가장 중요""하고 ""우리 국민들이 받아들일 만한 정서적 문제도 있기 때문에 일본이 추가 조치를 더 해줘야 한다""고 강조했습니다.

 후쿠시마 오염수 방류와 관련해 정부는 그동안 국제 기준에 부합하는 검증과 검증 과정에 한국 전문가 참여 등의 조건을 밝혀 왔는데, 일본이 '추가 조치'를 내놓을지 관심입니다.

 한국 조사단 파견 등이 논의되고 있는 것으로 알려져 결과가 주목됩니다.

 정상회담 주요 의제로는 북핵 대응 등 안보 협력 강화, 첨단 산업과 청년 교류 등 문화 협력 방안이 오릅니다.

 두 정상은 회담 뒤 공동기자회견을 진행할 것으로 보입니다.

 50여 일 만에 다시 만나는 만큼 공동선언이나 구체화된 논의 결과가 도출되긴 어려울 거란 전망이 많습니다.

 기시다 총리의 방한을 앞두고 일부 환경단체들은 일본대사관 앞에서,  후쿠시마 오염수 방류에 반대하는 기자회견을 진행했습니다.

 [최예용/환경운동연합 바다위원회 부위원장 : ""바다는 후쿠시마 원전 오염수를 버리는 쓰레기장이 아닙니다. 바다는 인류 공동의 미래입니다.""]

 기시다 총리는 방한 첫날인 내일 첫 일정으로 현충원을 찾습니다.

 이튿날인 모레(8일)는 한일의원연맹과 기업인들을 잇따라 만날 것으로 예상됩니다.

 KBS 뉴스 우한솔입니다.

 영상편집:최근혁/그래픽:고석훈

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=7669192

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#한일정상회담 #후쿠시마 #오염수",25,PT2M15S,2d,hd,false,,269,5,0
-mXaeKlXaIQ,2023-05-06 21:32:21,"김남국 “일부만 현금화, 대부분 코인 보유 중”…국민의힘 “입법권 남용” [9시 뉴스] / KBS  2023.05.06.","더불어민주당 김남국 의원이 60억 원대 코인을 거래했다는 의혹이 제기되면서 논란이 이어지고 있습니다. 가상화폐는 현행법에 따라 재산 신고 의무는 아니지만 만약 현금화를 했다면 문제는 달라지는데요. 김 의원 측은 KBS와의 통화에서 코인을 일부만 현금화하고, 대부분은 다른 코인으로 갖고 있다고 주장했습니다. 국민의힘은 이해충돌 소지가 있다며 비판을 이어갔습니다. 김시원 기자입니다.

 [리포트]

 더불어민주당 김남국 의원이 갖고 있던  코인 가치는 지난해 초, 최대 60억 원어치나 됐던 것으로 알려졌습니다.

 그런데 지난해 3월 25일, 코인 실명제 도입을 앞두고 모두 인출했다는 내용이 보도돼 논란이 일었습니다.

 공직자가 보유한 가상자산을 의무적으로 신고해야 한다는 필요성이 제기돼 왔지만, 아직 관련 법안이 통과되지 않아 신고 의무 대상에는 빠져있습니다.

 다만 이걸 현금화했다면 반드시 신고해야 하는데, 김 의원의 재산 신고액은 크게 변하지 않아  의심을 키웠습니다.

 금융당국, FIU도 김 의원의 거래에 이상 징후가 있다고 통보해 검찰이 수사하고 있습니다.

 그런데 김남국 의원실 측은 오늘(6일) KBS와의 통화에서, 코인을 일부만 현금화했을 뿐 거의 대부분을 다른 코인으로 바꿔 보유 중이라고 주장했습니다.

 코인 전부를 현금으로 인출한 게 아니라 거래소를 바꾼 것이라면서, 원래 있던 코인을 팔고 다른 코인들을 사서, 지금도 보유 중이라는 취지로 주장했습니다.

 코인 가치가  폭락했다고도 했습니다.

 국민의힘은 김 의원이 가상자산 과세 유예 법안을 발의해 이해 충돌 소지가 있다며,  비판을 이어갔습니다.

 [윤희석/국민의힘 대변인 : ""김남국 의원은 코인을 보유한 채로 과세 유예 법안을 발의해 이해 충돌을 넘어 국회의원의 입법권도 남용했습니다.""]

 김 의원은 SNS에 낸 입장문에서 정치 생명을 걸고  적법한 거래였다고 주장한 뒤 이번 논란이  '한동훈 검찰' 발이라고 주장했습니다.

 한 장관은 구체적 사안은 모르지만, 누구도 김 의원에게 코인을 사라거나 금융당국에 적발되라고 한 적이 없다며, 논리와 근거 없이 국가기관을 폄훼하는 게 유감이라고 밝혔습니다.

 KBS 뉴스 김시원입니다.

 촬영기자:류재현/영상편집:이진이/그래픽:김석훈

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=7669196

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#김남국 #코인 #가상화폐",25,PT2M31S,2d,hd,false,,340,2,0
LHLaZdVLEKA,2023-05-06 19:11:41,오늘 70년 만의 영국 국왕 대관식 시작 / KBS  2023.05.06.,"영국 찰스 3세 국왕의 대관식이 조금 전 영국 웨스트민스터 사원에서 시작됐습니다. 70년 만에 열리는 대관식을 축하하기 위해 약 100개국 정상들도 행사에 참석하는데 행사에 막대한 세금이 투입되는 걸 비판하는 목소리도 나옵니다. 런던에서 유호윤 특파원이 보도합니다.

 [리포트]

 찰스 3세가 왕위에 올랐음을 정식으로 공표하는 대관식이 조금 전인 현지 시각 오전 11시에 시작했습니다.

 찰스 3세 부부가 탑승한 마차는 버킹엄 궁을 출발해  더 몰과 트래펄가 광장을 거쳐 행사장인 웨스트민스터 사원에 도착했습니다.

 국왕 부부 행렬 경로에 일찍부터 자리잡은 사람들은 행사에 대한 기대감을 숨기지 않았습니다. 
 
  [헬렌 켈런/영국 시민 : ""찰스 3세 국왕과 윌리엄 왕세자, 캐서린 왕세자비, 나머지 왕실 가족들을 보려고요. 이건 생애 한 번 있을 경험이잖아요.""]

 찰스 3세는 왕세자 책봉 65년 만에  대관식에서 왕관을 쓰고  영국과 14개 영연방 왕국의 군주가 됐음을 선포하게 됩니다.

 현지에선 이번 대관식을 1000년 넘는 왕실의 전통을 선보이는  화려함과 격식의 자리라고 설명합니다.

 이번 행사를 위해 2천 2백여 명의 하객들도 초청됐습니다.

 마크롱 프랑스 대통령과  영연방인 캐나다, 호주, 뉴질랜드 총리 등 약 100개국 정상들을 포함해 203개국 대표단이 참석했습니다.

 미국은 바이든 대통령을 대신해 부인 질 바이든 여사가, 한국에선 한덕수 국무총리가 자리했습니다.

 다만 러시아 푸틴 대통령을 비롯해 벨라루스, 이란 등은  초청받지 못했습니다.

 이번 대관식은  경제 상황을 고려해 규모를 상당 부분 축소하고, 행사 내용에 종교적 다양성도 반영했습니다.

 행사는 약 2시간에 걸쳐 진행될  예정이며, 대관식이 끝나면 찰스 3세 부부은 같은 경로로  버킹엄 궁으로 돌아갈 예정입니다.

 다만 일각에선 대관식 행사에 막대한 세금이 투입되는 것을 두고 비판의 목소리도 나오고 있습니다.

 찰스 3세 국왕 행렬이 지나는 트래펄가 광장에선  군주제 반대 시위도 열렸습니다.

 영국 경찰은 행사 안전을 위해  2만 9천 명의 경찰 인력을 투입했다고  밝혔습니다.

 런던에서 KBS 뉴스 유호윤입니다.

 촬영:김영환/영상편집:양의정

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=7669176

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#대관식 #영국 #찰스3세",25,PT2M36S,2d,hd,false,,2034,20,0
P4NtwotrLho,2023-05-06 21:26:55,‘찰스 3세’ 시대 개막…70년 만의 세기의 행사 [9시 뉴스] / KBS  2023.05.06.,"영국에서는 찰스 3세가 오늘(6일) 대관식을 치르고 정식으로 영국 국왕 자리에 올랐습니다. 70년 만에 열린 대관식에 세계의 관심이 집중됐는데요. 런던 현지 연결해 자세히 알아보겠습니다. 유호윤 특파원, 지금 시간이면 대관식은 끝났을 텐데, 어떻게 진행이 됐습니까?

 [기자]

 찰스 3세 국왕 부부는 황금 마차를 타고, 조금 전 저희가 있는 곳  인근 도로를 거쳐 버킹엄궁으로 돌아갔습니다.

 70년 만에 열린 영국 국왕의 대관식은  한국 시각으로 저녁 7시 웨스트민스터 사원에서 열렸습니다.

 지난해 9월 엘리자베스 2세가 서거한 이후 찰스 3세가 왕위에 올랐음을 정식으로 공표하는 행사가 마무리된 겁니다.

 대관식은 천년이 넘는 영국 왕실의 전통을 가장 화려하고 상징적으로 보여주는 행사이기도 합니다.

 찰스 3세는  1300년에 만든 대관식 의자에 앉았고, 1661년 4백 개가 넘는 보석으로 만든 성 에드워드 왕관을 썼습니다.

 다만 이번 대관식이 전통만 고수한 건 아닙니다.

 어려운 경제 여건을 고려해 행사 규모를 줄였고,  행사 내용엔 종교 다양성 같은 현대적 가치도 반영했습니다.

 21세기 처음 열린 대관식에  약 100개국 정상을 포함해  203개국 대표단이 참석했는데 한국에선 한덕수 국무총리가 함께했습니다.

 [앵커]

 영국 국가적으로 의미가 큰 행사였을 텐데요.

영국 국민들 반응은 어떻습니까?

 [기자]

 보시는 것처럼 런던 시내는  대관식을 축하하려는 인파가 몰렸습니다.

 시내 곳곳도 화려한 장식물들로 꾸며져 있는데요.

 하지만 마냥 축하 분위기만 있는 건 아닙니다.

 영국 왕실은 천문학적인 자산을  가지고 있는데,  왜 1,700억 원이 넘는 세금을 들여  대관식을 치르냐는 비판도 있습니다.

 오늘 트래펄가 광장에선 국왕 부부 행렬이 지나갈 때 군주제 반대 시위도 열렸습니다.

 젊은 층을 중심으로 왕실 지지율을 낮아지고 있고요.

 영연방 국가들의  이탈 움직임도 있는데,  찰스 3세가 직면한 과제들이 많습니다.

 지금까지 런던에서 전해드렸습니다

 촬영:김영환/영상편집:이웅

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=7669195

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#찰스3세 #국왕 #대관식",25,PT2M19S,2d,hd,false,,947,9,0
1PVweRYtX20,2023-05-06 18:41:28,LIVE – 찰스 3세 영국 국왕 오늘 대관식...이 시각 런던은? /65년 만에 왕관 주인으로[리얼라이브]2023년 5월 6일(토)/KBS,"영국 국왕 찰스 3세의 대관식이 우리 시간으로 오늘(6일) 오후 7시 영국 웨스터민스터사원에서 열립니다. 

찰스 3세는 1958년 왕세자로 책봉된 뒤 지난해 9월 어머니인 엘리자베스 2세 여왕이 세상을 뜨자 64년 만에왕위를 계승했지만 공식 즉위는 오늘 대관식을 통해 이뤄집니다.

영국 왕실은 대관식을 간소화하고 다양성을 포용하려는 모습을 강조하는 등 현대화된 모습을 보여줄 것이라고 밝혔습니다. 

만반의 준비를 끝내고 70년 만의 대관식을 앞둔 런던의 모습을 실시간으로 확인하시기 바랍니다. 


#대관식 #찰스3세 #영국왕실 #런던 #왕관 #황금마차


▣ KBS뉴스 유튜브 구독하기 : https://goo.gl/qCWZjZ
▣ KBS뉴스 유튜브 커뮤니티 : https://goo.gl/6yko39
▣ KBS 뉴스  
◇ PC : http://news.kbs.co.kr    
◇ 모바일 : http://mn.kbs.co.kr 
▣ 인스타그램: https://www.instagram.com/kbsnews    
▣ 페이스북: https://www.facebook.com/kbsnews  
▣ 트위터: https://twitter.com/kbsnews
▣ 틱톡 :  https://tiktok.com/@kbsnewsofficial",25,PT4H37M13S,2d,hd,false,,29389,170,0
7eguvdA57II,2023-05-06 17:14:39,인플루엔자 6주째 증가…어린이·청소년 주도 / KBS  2023.05.06.,"인플루엔자 유행이 주로 어린이와 청소년이 많이 걸리는 가운데 6주 연속 지속되고 있습니다. 질병관리청은 최근 일주일간 표본감시 의료기관을 찾은 외래환자 가운데 독감 의심 환자는 천 명당 23명으로
전 주보다 16% 늘어나 6주 연속 증가했다고 밝혔습니다. 연령별로 보면  7세에서 12세 독감 의심환자 비율은 천 명당 43.1명, 13세에서 18세 환자는 천 명당 34.5명으로 최근 유행은 어린이와 청소년이 주도하고 있습니다. 보건당국은 손씻기와 기침 예절을 잘 지키는 등 개인위생을 철저히 지켜 달라고 당부했습니다.

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=7669161

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#인플루엔자 #독감 #독감환자",25,PT49S,2d,hd,false,,473,9,0
Dr6_RCOuwD4,2023-05-06 17:00:03,"[자막뉴스] ""생일 선물 줄 수가 없다""...억장 무너지는 아빠 / KBS 2023.05.06","1.7톤짜리 원통형 화물이 등굣길을 덮친 사고 현장.

어린 초등학생이 하늘의 별이 되어 떠난 자리엔 꽃과 간식이 놓였습니다.

시끌벅적해야 할 등굣길은 애통함만이 감돌고, 6학년 오빠는 숨진 후배가 좋아했을 법한 막대사탕을 말없이 건넵니다.

[장성한/초등학생 : ""불쌍하기도 하고, (마음이) 아프기도 했습니다. 제 동생도 '사고가 날 수 있겠다, 조심해야겠다'는 생각이 들었습니다.""]

하늘에 닿길 바라며 이름 모를 누군가가 남긴 추모글에 이웃 주민들도 눈물을 감추지 못합니다.

[이주희/이웃 주민 : ""속상한 마음만 크고, 죽은 아이는 돌아올 수 없고 그게 너무 안타깝고….""]

무엇보다 안전한 등굣길을 만들어주지 못한 미안함, 어른들의 몫으로 남았습니다.

[정회순/학부모 : ""저희도 같은 엄마로서 그 아이를 지켜주지 못했다는 게 너무 마음 아픕니다.""]

SNS에는 ""우리 아이에 대해 기억하고 싶어 글을 쓴다""며 ""5월 아이 생일을 맞아 미리 준비한 선물을 이제 전해줄 수가 없다""는 숨진 아이 아버지가 쓴 것으로 보이는 글이 게시됐습니다.

이런 가운데 사고 원인이 된 하역작업과 관련해서도 비슷한 작업이 수시로 진행됐다는 증언이 잇따르고 있습니다.

[이웃 주민 : (""적재물 옮기고 이런 것들이 잦았습니까? 어떻습니까?) 아침, 점심, 저녁 매일 (작업해요.) 지금 원래 막 (작업) 해야 하는데 이 사고 때문에 못하고 있는 거예요.""]

경찰은 일단 지게차 운전자를 입건하고, '업무상 과실치사' 혐의 적용을 검토하는 등 구체적인 사고 원인 파악에 주력하고 있습니다.

한편, 지난달 6일 하윤수 부산시 교육감이 영도구청장 등과 함께 사고 현장 인근에서 통학로 안전 확보를 위한 선포식까지 열었는데도 불구하고 한 달도 안 돼 사고가 나면서, 선포식 후 후속 조치가 제대로 있었는지에 대한 비판도 나오고 있습니다.

KBS 뉴스 이준석입니다.

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색 
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#부산 #등굣길 #추모",25,PT1M53S,2d,hd,false,,2290,18,8
AhSx1uJslIo,2023-05-06 21:16:42,"“비행기 소리 나더니 별안간 쾅”…미군 F-16, 평택서 추락 [9시 뉴스] / KBS  2023.05.06.","그런가 하면 오늘(6일) 경기도의 한 농촌에는 비행기가 떨어지기도 했습니다. 훈련 중이던 주한 미군의 'F-16' 전투기가 추락한 건데요. 천만다행으로 조종사는 탈출했고, 기체도 '농지'에 떨어져서 주민들 인명 피해로는 이어지지 않았습니다. 다만, '추락 지점'이 민가에서 아주 가까웠습니다.

최혜림 기자입니다.

 [리포트]

 형체를 짐작하기 힘들 정도로 부서진 비행기 잔해에서 불길이 피어오릅니다.

 소방대원들은 농지 한가운데로 투입돼 진화 작업을 벌입니다.

 오늘 오전 9시 30분쯤 경기도 평택시 팽성읍에 전투기 한 대가 추락했습니다.  

  [정군자/경기도 평택시 : ""별안간 쾅 하더니 '어머 이거 왜 그래' 그랬더니 현관을 보니까 불이 확 들어왔어요. 우리 집에서 조금 나오면 여기가 보이거든...""]

 제 뒤에 보이는 곳이  전투기가 추락한 논입니다.

 추락지점에서 민가까지는 불과 300여m밖에 떨어져 있지 않습니다.

 [강경님/경기도 평택시 : ""비행기 소리가 나길래 이렇게 (창문 밖을) 쳐다봤더니 큰 전투기더라고 색깔이 시커매가지고 막 가더라고요. (40년 동안 살았는데) 오늘 처음이야 비행기 가는거, 그렇게 가는거.""]

 사고가 난 비행기는 주한미군 제8전투비행단 소속  F-16 전투기.

 다행히 추락 장소가 농지 한가운데라 주민 피해는 없었고, 미군 조종사 역시 추락 전 탈출해 큰 피해는 입지 않았습니다.

 미군은 현장을 통제하고 기체 조각들을 수집하며 사고 원인 조사 작업에 들어갔습니다.

 주한미군은 별도로 낸 입장문을 통해 ""치료센터로 이송된 조종사는 현재 안정된 상태""라면서 ""관련 데이터 검토 등을 위해 독립적인 조사 위원회를  만들 것""이라고 밝혔습니다.

 현장에 대한 통제는 앞으로 일주일간 이어질 계획입니다.

 KBS 뉴스 최혜림입니다.  

촬영기자:서다은/영상편집:신남규/그래픽:고석훈/화면제공:시청자 한영수

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=7669191

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#F16 #미군 #전투기",25,PT1M57S,2d,hd,false,,963,7,0
9VNWK6JBJec,2023-05-06 20:57:57,"[LIVE] 언제, 어디서나 KBS NEWS D","KBS1,  KBS2TV에서 선별된 뉴스, 시사, 다큐멘터리 프로그램들을 365일 24시간 실시간으로 전해드립니다. 

▣ 실시간 편성정보(Schedule) : https://goo.gl/DRTpbv

▣ KBS 뉴스 보기
 ◇ PC : http://news.kbs.co.kr
 ◇ 모바일 : http://mn.kbs.co.kr

▣ 제보안내
 ◇ 카카오톡에서 'KBS뉴스' 검색
 ◇ 전화: 02-781-1234
 ◇ 홈페이지: https://goo.gl/4bWbkG
 ◇ 이메일: kbs1234@kbs.co.kr

▣ KBS뉴스 유튜브 구독하기 : https://goo.gl/qCWZjZ
▣ KBS뉴스 유튜브 커뮤니티 : https://goo.gl/6yko39",25,P0D,2d,sd,false,,4339,43,0
WwlB4LfNtVQ,2023-05-06 17:08:43,평택서 미군 F-16 전투기 추락…“탈출 조종사 치료 중” / KBS  2023.05.06.,"훈련 중이던 주한 미군 소속 전투기가 경기도 평택의 한 농지에 추락했습니다. 다행히 전투기를 몰던 조종사는 추락 직전 탈출해, 인명 피해는 없었습니다. 공민경 기자의 보도입니다.

 [리포트]

 밭 한가운데에 산산이 조각난 비행기 잔해가 불타고 있습니다.

 연기와 불에 휩싸인 잔해는 원래 형체를 알아보기 힘들 정도입니다.

 오늘 오전 9시 30분쯤 경기도 평택시 팽성읍의 한 농지에 커다란 굉음과 함께 비행기 한 대가 추락했습니다.

[한영수/사고 당시 목격자 : ""우리 동네가 항상 미군 전투기가 많이 지나다녀요, 훈련하고. 그건 줄 알았는데 갑자기 꽝 소리가 나더라고요. 전쟁 난 줄 알았어요.""]

 추락한 비행기는 주한미군 소속 F-16 전투기.

 이번 추락으로 기체는 크게 훼손됐지만, 추락 지역이 민가가 없는 농지여서 주민 등의 인명 피해는 없었습니다.

 전투기를 혼자 몰고 있던 미군 조종사 한 명 역시 추락 직전 탈출했습니다.

 해당 전투기는 미 7공군 제8전투비행단 소속인 것으로 파악됐습니다.

 주한미군은 공식 입장문을 통해 ""사고 당시 조종사는 일상적인 주간 비행 훈련에 참여 중""이었으며, ""탈출 뒤 인근 의료기관으로 옮겨져 치료를 받고 있다""고 밝혔습니다.

 현재 주한미군은  사고 현장의 접근을 통제한 채, 추락지점에 남겨진 기체 부품 등을 살펴보며 추락 원인을 조사하고 있습니다.

 경찰 역시 ""사고 지역은 미군 부대가 상시적으로 훈련하는 곳""이라면서, ""훈련 중에 추락한 것으로 추정된다""고 밝혔습니다.

 KBS 뉴스 공민경입니다.

 촬영기자:서다은/영상편집:김형기/화면제공:시청자 한영수

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=7669157

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

 #F16 #전투기추락 #조종사",25,PT1M55S,2d,hd,false,,94258,894,319
